iter	Passed	Remaining
186	8216	35723
187	8251	35637
188	8288	35564
189	8327	35500
190	8366	35435
191	8403	35365
192	8438	35284
193	8463	35164
194	8501	35094
195	8536	35016
196	8573	34947
197	8610	34876
198	8648	34811
199	8686	34744
200	8725	34684
201	8762	34617
202	8798	34543
203	8836	34478
204	8870	34401
205	8907	34333
206	8947	34278
207	8988	34224
208	9026	34162
209	9065	34102
210	9099	34026
211	9138	33966
212	9174	33897
213	9209	33824
214	9248	33766
215	9286	33707
216	9323	33641
217	9365	33596
218	9402	33531
219	9439	33467
220	9476	33404
221	9517	33353
222	9553	33286
223	9589	33220
224	9629	33166
225	9671	33123
226	9707	33057
227	9746	33000
228	9786	32948
229	9821	32879
230	9859	32821
231	9898	32766
232	9939	32719
233	9979	32666
234	10023	32629
235	10069	32597
236	10113	32560
237	10156	32518
238	10199	32476
239	10244	32442
240	10288	32402
241	10334	32370
242	10381	32340
243	10427	32308
244	10467	32258
245	10508	32210
246	10546	32152
247	10585	32096
248	10622	32038
249	10657	31973
250	10693	31911
251	10732	31857
252	10771	31804
253	10808	31745
254	10846	31687
255	10882	31626
256	10918	31566
257	10960	31522
258	10997	31464
259	11034	31404
260	11071	31348
261	11107	31288
262	11145	31232
263	11185	31182
264	11223	31128
265	11262	31077
266	11303	31030
267	11339	30972
268	11377	30918
269	11415	30864
270	11453	30810
271	11489	30751
272	11527	30698
273	11563	30639
274	11599	30580
275	11637	30527
276	11675	30475
277	11711	30415
278	11749	30362
279	11786	30307
280	11824	30254
281	11859	30196
282	11896	30140
283	11935	30091
284	11975	30043
285	12012	29988
286	12050	29938
287	12087	29882
288	12123	29827
289	12161	29775
290	12200	29725
291	12238	29673
292	12275	29621
293	12311	29563
294	12346	29507
295	12385	29456
296	12420	29400
297	12459	29350
298	12498	29301
299	12534	29248
300	12572	29196
301	12608	29141
302	12645	29089
303	12682	29035
304	12719	28983
305	12761	28942
306	12798	28891
307	12836	28840
308	12874	28790
309	12909	28734
310	12951	28692
311	13001	28670
312	13039	28619
313	13077	28571
314	13120	28532
315	13165	28496
316	13210	28463
317	13252	28422
318	13290	28372
319	13328	28323
320	13364	28270
321	13402	28221
322	13445	28181
323	13487	28141
324	13529	28099
325	13574	28065
326	13612	28016
327	13650	27967
328	13688	27917
329	13727	27870
330	13767	27825
331	13802	27771
332	13840	27723
333	13878	27673
334	13918	27629
335	13962	27592
336	14008	27560
337	14053	27525
338	14096	27485
339	14131	27432
340	14168	27381
341	14204	27329
342	14243	27281
343	14281	27235
344	14320	27187
345	14358	27139
346	14395	27090
347	14430	27036
348	14468	26987
349	14506	26939
350	14541	26887
351	14578	26836
352	14620	26797
353	14668	26768
354	14710	26726
355	14755	26692
356	14792	26642
357	14834	26603
358	14877	26563
359	14913	26512
360	14958	26478
361	14997	26431
362	15035	26384
363	15073	26338
364	15109	26286
365	15150	26245
366	15195	26208
367	15240	26174
368	15288	26144
369	15329	26101
370	15368	26056
371	15409	26013
372	15452	25975
373	15495	25936
374	15538	25898
375	15584	25863
376	15629	25828
377	15678	25799
378	15730	25775
379	15776	25740
380	15820	25703
381	15857	25653
382	15896	25608
383	15934	25560
384	15972	25514
385	16008	25465
386	16046	25417
387	16097	25390
388	16151	25368
389	16204	25345
390	16245	25302
391	16285	25259
392	16325	25215
393	16364	25170
394	16400	25119
395	16437	25071
396	16474	25023
397	16511	24975
398	16549	24928
399	16589	24884
400	16626	24835
401	16676	24807
402	16726	24779
403	16778	24752
404	16819	24709
405	16857	24663
406	16897	24619
407	16943	24584
408	16988	24548
409	17033	24511
410	17073	24467
411	17110	24420
412	17150	24376
413	17188	24330
414	17226	24282
415	17263	24235
416	17301	24188
417	17343	24147
418	17389	24113
419	17438	24082
420	17491	24056
421	17537	24020
422	17575	23973
423	17612	23926
424	17656	23887
425	17701	23851
426	17747	23815
427	17792	23778
428	17832	23735
429	17872	23690
430	17916	23653
431	17967	23623
432	18031	23611
433	18085	23586
434	18136	23556
435	18175	23511
436	18214	23465
437	18250	23417
438	18288	23371
439	18325	23323
440	18363	23277
441	18404	23234
442	18454	23203
443	18500	23167
444	18543	23126
445	18582	23082
446	18622	23039
447	18662	22994
448	18699	22947
449	18737	22901
450	18775	22855
451	18811	22807
452	18849	22760
453	18891	22719
454	18934	22679
455	18980	22643
456	19026	22607
457	19068	22565
458	19105	22519
459	19150	22480
460	19192	22439
461	19238	22402
462	19285	22367
463	19322	22320
464	19358	22273
465	19400	22231
466	19444	22192
467	19489	22155
468	19538	22121
469	19583	22083
470	19635	22053
471	19687	22023
472	19738	21991
473	19786	21956
474	19835	21923
475	19878	21883
476	19925	21847
477	19974	21813
478	20019	21774
479	20061	21733
480	20102	21690
481	20141	21645
482	20180	21600
483	20211	21547
484	20250	21503
485	20287	21456
486	20328	21413
487	20365	21366
488	20405	21323
489	20444	21279
490	20482	21233
491	20518	21185
492	20558	21142
493	20598	21099
494	20635	21052
495	20672	21005
496	20710	20960
497	20747	20914
498	20784	20868
499	20820	20820
500	20861	20777
501	20904	20737
502	20941	20691
503	20978	20645
504	21018	20602
505	21054	20554
506	21091	20509
507	21129	20463
508	21166	20417
509	21209	20377
510	21246	20332
511	21288	20290
512	21326	20245
513	21365	20201
514	21405	20158
515	21444	20114
516	21481	20068
517	21518	20022
518	21555	19976
519	21594	19933
520	21631	19887
521	21668	19842
522	21712	19803
523	21753	19760
524	21792	19717
525	21828	19670
526	21866	19625
527	21913	19589
528	21959	19551
529	22000	19509
530	22042	19468
531	22080	19423
532	22118	19379
533	22157	19336
534	22196	19292
535	22235	19248
536	22272	19203
537	22312	19160
538	22349	19114
539	22390	19073
540	22427	19028
541	22463	18982
542	22500	18936
543	22538	18892
544	22575	18847
545	22613	18802
546	22651	18758
547	22689	18714
548	22727	18670
549	22767	18628
550	22803	18582
551	22847	18542
552	22901	18511
553	22977	18498
554	23048	18480
555	23111	18455
556	23169	18427
557	23229	18400
558	23287	18371
559	23335	18334
560	23383	18298
561	23429	18259
562	23471	18218
563	23509	18174
564	23550	18131
565	23591	18089
566	23630	18045
567	23680	18010
568	23724	17970
569	23765	17928
570	23808	17887
571	23849	17845
572	23900	17810
573	23953	17777
574	24002	17740
575	24048	17702
576	24089	17659
577	24126	17614
578	24163	17569
579	24199	17523
580	24237	17479
581	24277	17436
582	24312	17390
583	24349	17345
584	24386	17299
585	24427	17257
586	24467	17215
587	24506	17171
588	24546	17128
589	24578	17079
590	24623	17040
591	24666	17000
592	24710	16959
593	24755	16920
594	24794	16876
595	24836	16835
596	24883	16797
597	24932	16760
598	24980	16723
599	25024	16682
600	25067	16641
601	25109	16600
602	25152	16560
603	25194	16518
604	25235	16476
605	25276	16433
606	25321	16394
607	25364	16353
608	25409	16314
609	25451	16272
610	25492	16230
611	25537	16190
612	25580	16149
613	25604	16096
614	25646	16055
615	25693	16016
616	25735	15974
617	25778	15934
618	25819	15891
619	25863	15851
620	25904	15809
621	25946	15768
622	25987	15726
623	26029	15684
624	26072	15643
625	26113	15601
626	26153	15558
627	26192	15515
628	26239	15476
629	26316	15455
630	26388	15431
631	26441	15396
632	26494	15360
633	26548	15325
634	26602	15290
635	26663	15259
636	26736	15236
637	26799	15206
638	26860	15174
639	26916	15140
640	26996	15119
641	27065	15092
642	27128	15062
643	27188	15029
644	27249	14997
645	27324	14973
646	27405	14952
647	27501	14939
648	27594	14924
649	27665	14896
650	27731	14866
651	27785	14830
652	27838	14793
653	27896	14758
654	27948	14720
655	28002	14684
656	28069	14654
657	28145	14628
658	28230	14607
659	28289	14573
660	28349	14539
661	28417	14509
662	28474	14473
663	28541	14442
664	28603	14409
665	28667	14376
666	28722	14339
667	28781	14304
668	28848	14273
669	28907	14238
670	28957	14198
671	29016	14162
672	29081	14130
673	29149	14099
674	29299	14107
675	29376	14080
676	29438	14045
677	29495	14008
678	29549	13969
679	29602	13930
680	29685	13905
681	29748	13871
682	29808	13834
683	29875	13802
684	29949	13772
685	30037	13749
686	30115	13720
687	30196	13693
688	30274	13665
689	30328	13625
690	30382	13586
691	30451	13553
692	30505	13513
693	30556	13472
694	30604	13430
695	30672	13397
696	30739	13362
697	30795	13324
698	30855	13286
699	30910	13247
700	30964	13207
701	31023	13169
702	31072	13127
703	31236	13133
704	31455	13162
705	31528	13129
706	31591	13092
707	31652	13054
708	31712	13016
709	31770	12976
710	31834	12939
711	31897	12902
712	31949	12860
713	32002	12818
714	32054	12776
715	32116	12738
716	32176	12699
717	32236	12661
718	32292	12620
719	32351	12581
720	32403	12539
721	32450	12494
722	32502	12452
723	32548	12408
724	32597	12364
725	32656	12324
726	32723	12288
727	32783	12248
728	32836	12206
729	32882	12162
730	32926	12116
731	32973	12072
732	33010	12024
733	33070	11984
734	33130	11945
735	33200	11908
736	33260	11868
737	33316	11827
738	33370	11785
739	33421	11742
740	33470	11698
741	33523	11656
742	33573	11612
743	33623	11569
744	33689	11531
745	33750	11491
746	33805	11449
747	33863	11408
748	33918	11366
749	34012	11337
750	34078	11299
751	34138	11258
752	34191	11215
753	34251	11174
754	34302	11131
755	34341	11083
756	34382	11036
757	34421	10989
758	34461	10942
759	34510	10897
760	34568	10856
761	34624	10814
762	34677	10771
763	34722	10725
764	34766	10679
765	34811	10634
766	34858	10589
767	34896	10541
768	34933	10493
769	34972	10446
770	35010	10398
771	35047	10350
772	35084	10303
773	35122	10255
774	35162	10208
775	35203	10161
776	35251	10117
777	35291	10070
778	35330	10023
779	35369	9975
780	35405	9928
781	35445	9881
782	35480	9833
783	35517	9785
784	35555	9738
785	35592	9690
786	35633	9644
787	35672	9597
788	35714	9550
789	35770	9508
790	35820	9464
791	35865	9419
792	35907	9373
793	35947	9326
794	35985	9279
795	36025	9232
796	36063	9185
797	36101	9138
798	36136	9090
799	36175	9043
800	36214	8997
801	36250	8949
802	36287	8902
803	36328	8856
804	36368	8809
805	36407	8763
806	36444	8716
807	36481	8668
808	36520	8622
809	36557	8575
810	36597	8528
811	36638	8482
812	36679	8436
813	36712	8388
814	36750	8342
815	36785	8294
816	36824	8248
817	36863	8201
818	36901	8155
819	36939	8108
820	36981	8062
821	37025	8017
822	37070	7972
823	37113	7927
824	37155	7881
825	37191	7834
826	37228	7787
827	37264	7740
828	37299	7693
829	37337	7647
830	37377	7601
831	37420	7556
832	37462	7510
833	37504	7464
834	37544	7419
835	37566	7369
836	37605	7323
837	37642	7277
838	37679	7230
839	37717	7184
840	37753	7137
841	37790	7091
842	37827	7044
843	37864	6998
844	37903	6952
845	37941	6906
846	37977	6860
847	38021	6815
848	38062	6769
849	38101	6723
850	38142	6678
851	38187	6633
852	38233	6588
853	38279	6544
854	38319	6498
855	38356	6452
856	38391	6406
857	38427	6359
858	38464	6313
859	38502	6267
860	38541	6222
861	38577	6176
862	38617	6130
863	38655	6084
864	38691	6038
865	38730	5992
866	38766	5946
867	38807	5901
868	38844	5855
869	38881	5809
870	38917	5763
871	38952	5717
872	38988	5671
873	39026	5626
874	39064	5580
875	39099	5534
876	39136	5488
877	39173	5443
878	39213	5398
879	39250	5352
880	39289	5306
881	39330	5261
882	39371	5216
883	39411	5171
884	39452	5126
885	39491	5081
886	39528	5035
887	39568	4990
888	39612	4945
889	39654	4901
890	39695	4856
891	39731	4810
892	39767	4765
893	39807	4719
894	39847	4674
895	39885	4629
896	39924	4584
897	39962	4539
898	40006	4494
899	40050	4450
900	40091	4405
901	40132	4360
902	40169	4315
903	40208	4269
904	40253	4225
905	40296	4180
906	40339	4136
907	40378	4091
908	40416	4046
909	40453	4000
910	40492	3955
911	40530	3910
912	40567	3865
913	40605	3820
914	40645	3775
915	40680	3730
916	40717	3685
917	40756	3640
918	40797	3595
919	40835	3550
920	40871	3505
921	40908	3460
922	40945	3415
923	40984	3371
924	41022	3326
925	41059	3281
926	41093	3236
927	41132	3191
928	41173	3146
929	41218	3102
930	41255	3057
931	41292	3012
932	41329	2967
933	41366	2923
934	41401	2878
935	41439	2833
936	41479	2788
937	41517	2744
938	41553	2699
939	41590	2654
940	41631	2610
941	41669	2565
942	41708	2521
943	41748	2476
944	41790	2432
945	41829	2387
946	41863	2342
947	41901	2298
948	41940	2253
949	41979	2209
950	42019	2165
951	42063	2120
952	42104	2076
953	42144	2032
954	42185	1987
955	42225	1943
956	42268	1899
957	42316	1855
958	42367	1811
959	42413	1767
960	42455	1722
961	42496	1678
962	42536	1634
963	42574	1589
964	42613	1545
965	42652	1501
966	42688	1456
967	42727	1412
968	42769	1368
969	42816	1324
970	42857	1279
971	42895	1235
972	42933	1191
973	42976	1147
974	43015	1102
975	43053	1058
976	43089	1014
977	43125	970
978	43162	925
979	43199	881
980	43237	837
981	43274	793
982	43313	749
983	43352	704
984	43390	660
985	43427	616
986	43465	572
987	43500	528
988	43539	484
989	43576	440
990	43599	395
991	43634	351
992	43673	307
993	43716	263
994	43764	219
995	43814	175
996	43859	131
997	43901	87
998	43942	43
999	43987	0
