iter	Logloss
187	0.4759397094
188	0.4752008683
189	0.4746598677
190	0.4739524426
191	0.4732654487
192	0.4725363378
193	0.4718314819
194	0.4711596001
195	0.470426567
196	0.4697241186
197	0.4690511684
198	0.4683487391
199	0.4676407714
200	0.4668877698
201	0.4661918317
202	0.4654828072
203	0.4647863496
204	0.4640977592
205	0.4634670897
206	0.4628259357
207	0.462117333
208	0.4614199231
209	0.460786279
210	0.4601411254
211	0.4594984323
212	0.458830414
213	0.4581822567
214	0.4575107753
215	0.456885138
216	0.4562720793
217	0.4556184798
218	0.4549921988
219	0.4545212112
220	0.4538804785
221	0.45324966
222	0.4527712996
223	0.4522381775
224	0.4516280245
225	0.4510655224
226	0.4504369637
227	0.4499479069
228	0.4492906033
229	0.4486725782
230	0.4480303956
231	0.4473703984
232	0.4467817961
233	0.4462389454
234	0.4457482241
235	0.4452860111
236	0.4447380732
237	0.4441696658
238	0.4435822636
239	0.442982345
240	0.4425180721
241	0.441979106
242	0.4414137373
243	0.4408289709
244	0.4403551287
245	0.43979747
246	0.4392311927
247	0.4386709289
248	0.4381000094
249	0.437567131
250	0.4370019446
251	0.4364353327
252	0.4358451647
253	0.4354885444
254	0.4349267236
255	0.4344187948
256	0.4340273694
257	0.4334852014
258	0.4329271798
259	0.4323952663
260	0.431881821
261	0.4313587102
262	0.4308353717
263	0.4303223869
264	0.4297870956
265	0.4293123662
266	0.4287917625
267	0.4282637143
268	0.4277591213
269	0.4272320011
270	0.4267051983
271	0.4262253103
272	0.4257547945
273	0.425239733
274	0.4247504534
275	0.4242571748
276	0.4237552117
277	0.4232722952
278	0.4227618747
279	0.4222475159
280	0.42174557
281	0.4212652724
282	0.4208815639
283	0.4204516316
284	0.4199574179
285	0.4195054898
286	0.4192158
287	0.4187422928
288	0.4182899555
289	0.4178324944
290	0.4173982217
291	0.4169411214
292	0.4164965692
293	0.4160536006
294	0.4155692255
295	0.415106801
296	0.4146711654
297	0.414210524
298	0.4138038791
299	0.4134084068
300	0.4129851002
301	0.4125428109
302	0.4121092157
303	0.4116728318
304	0.4112239261
305	0.4107862777
306	0.4103395674
307	0.410031395
308	0.4096182963
309	0.4092752721
310	0.4088810923
311	0.4084775391
312	0.4080762169
313	0.4077224163
314	0.4073054471
315	0.4069064402
316	0.4065141715
317	0.4062438196
318	0.405881034
319	0.4054790102
320	0.4051012091
321	0.4046812765
322	0.4043087258
323	0.4039657052
324	0.4035683955
325	0.4031414606
326	0.4027332003
327	0.4023481676
328	0.4019631235
329	0.4016488897
330	0.401242476
331	0.4008537809
332	0.4004718433
333	0.400130731
334	0.3997679885
335	0.3994112747
336	0.3990355571
337	0.3986550056
338	0.3982779022
339	0.3979184571
340	0.3975341912
341	0.3971432365
342	0.3967659813
343	0.3964069145
344	0.396040996
345	0.3957556972
346	0.3953695953
347	0.3950290225
348	0.394676578
349	0.3943166635
350	0.3939757422
351	0.3935836996
352	0.39323743
353	0.3928559595
354	0.3925015242
355	0.39214543
356	0.3918333404
357	0.3914802787
358	0.3912187789
359	0.3908880951
360	0.3905544708
361	0.3902518745
362	0.3899207908
363	0.3895751429
364	0.3893029298
365	0.3890524073
366	0.3887149152
367	0.3884612121
368	0.3881849066
369	0.3878625449
370	0.3875275342
371	0.3872166761
372	0.3868931265
373	0.3865745893
374	0.3863049741
375	0.3859902773
376	0.385659752
377	0.3853291156
378	0.385000218
379	0.3846822049
380	0.3843582662
381	0.3840359638
382	0.3837277918
383	0.3834246906
384	0.3830687896
385	0.3827519201
386	0.3824972058
387	0.3821904983
388	0.3819216887
389	0.3816183574
390	0.3813037355
391	0.3810041003
392	0.3807156551
393	0.380418784
394	0.3801404095
395	0.3798488973
396	0.3795703542
397	0.379263094
398	0.3789749957
399	0.3787553278
400	0.3784885917
401	0.3782511053
402	0.3779721473
403	0.3776736722
404	0.3773734035
405	0.3770867243
406	0.3767757998
407	0.3764763492
408	0.3762142116
409	0.3759144616
410	0.3757165899
411	0.3754823153
412	0.3752099795
413	0.3749383934
414	0.3746644125
415	0.3743779344
416	0.3741187489
417	0.3738533705
418	0.373561327
419	0.3732876665
420	0.3730354273
421	0.3727508771
422	0.3725398673
423	0.3722826481
424	0.3719958234
425	0.3717242588
426	0.371442108
427	0.3711628019
428	0.3709169812
429	0.3706671219
430	0.3703813715
431	0.3701480521
432	0.3699146928
433	0.3696746836
434	0.3694005494
435	0.3691522622
436	0.3689019235
437	0.3686598363
438	0.3684532464
439	0.3681908771
440	0.367924259
441	0.367674886
442	0.3674266705
443	0.3671805158
444	0.3669587292
445	0.3667206169
446	0.3664692036
447	0.3662204292
448	0.3659749364
449	0.3657439233
450	0.3654924647
451	0.3652470779
452	0.3650336915
453	0.3647800555
454	0.3645577067
455	0.3643051364
456	0.3640496346
457	0.3638086254
458	0.3635604622
459	0.3633086447
460	0.363096586
461	0.3628979358
462	0.3626664808
463	0.3624385472
464	0.362196277
465	0.3620200898
466	0.3617724864
467	0.361539394
468	0.3613202308
469	0.3611003727
470	0.3608937938
471	0.3607457356
472	0.3605437805
473	0.3603369089
474	0.3601775524
475	0.3599576177
476	0.359728254
477	0.3595020359
478	0.3592849108
479	0.3590994223
480	0.3588870691
481	0.3586768747
482	0.3584687676
483	0.3582559962
484	0.3580409915
485	0.3578414727
486	0.3576412872
487	0.3574353304
488	0.3572320314
489	0.3570219608
490	0.3568237914
491	0.3566625359
492	0.3564750074
493	0.3563259039
494	0.3561413724
495	0.3559077075
496	0.3557027082
497	0.3554971132
498	0.3553057145
499	0.3551027537
500	0.3549115407
501	0.3546986574
502	0.354487432
503	0.354284933
504	0.3540911605
505	0.3539078145
506	0.3536995147
507	0.3535113768
508	0.353308346
509	0.3531038884
510	0.3529234169
511	0.3527156375
512	0.3525265984
513	0.3523803538
514	0.352200306
515	0.3520049205
516	0.3518308959
517	0.3516329094
518	0.3514286852
519	0.3512198838
520	0.3510362943
521	0.3508629087
522	0.3506778235
523	0.3504760347
524	0.3502662812
525	0.3501126173
526	0.3499590622
527	0.3497941862
528	0.3496233493
529	0.3494390583
530	0.3492401302
531	0.34905556
532	0.3488795702
533	0.3486987392
534	0.3485218021
535	0.3483823083
536	0.3482183134
537	0.3480284027
538	0.3478720899
539	0.3476927612
540	0.3475146772
541	0.3473473696
542	0.3472087389
543	0.3470224278
544	0.346858461
545	0.3467045982
546	0.3465639618
547	0.3464162573
548	0.3462227895
549	0.3460481159
550	0.3459041069
551	0.3457196397
552	0.3455417464
553	0.3453618756
554	0.3451866921
555	0.3450441449
556	0.3448626622
557	0.3446778646
558	0.3445123697
559	0.3443773776
560	0.3441925139
561	0.3440189398
562	0.3438815553
563	0.3437103881
564	0.3435400429
565	0.3433775892
566	0.3432085694
567	0.3430290023
568	0.3428675293
569	0.3427004828
570	0.3425517301
571	0.3424016129
572	0.3422452814
573	0.3420833497
574	0.3419199519
575	0.3417638061
576	0.3416146734
577	0.3414873438
578	0.3413359626
579	0.3411698968
580	0.3410052958
581	0.3408564718
582	0.3406966042
583	0.3405375277
584	0.3403751722
585	0.3402251263
586	0.3400734594
587	0.3399137895
588	0.3397771975
589	0.3396299499
590	0.3394728747
591	0.3393238321
592	0.339219433
593	0.3390591765
594	0.3389063748
595	0.3387515462
596	0.3385981588
597	0.3384452024
598	0.3382916316
599	0.3381398984
600	0.3380430493
601	0.337899528
602	0.3377524824
603	0.3376058909
604	0.3374454528
605	0.3373127514
606	0.3371513246
607	0.3370381068
608	0.3368919431
609	0.3367338416
610	0.3366007268
611	0.3364557376
612	0.3363093705
613	0.336161951
614	0.3360483351
615	0.3359203155
616	0.3357810846
617	0.3356366189
618	0.3354991231
619	0.3353411844
620	0.3352098118
621	0.3350767535
622	0.3349552721
623	0.334819989
624	0.3346819777
625	0.3345407816
626	0.3343987119
627	0.3342903341
628	0.3341517393
629	0.3340016999
630	0.3338598411
631	0.3337276063
632	0.3336015457
633	0.3334778373
634	0.3333367361
635	0.3332151625
636	0.3330884278
637	0.3329542005
638	0.33282538
639	0.3327152406
640	0.3326119523
641	0.3324904448
642	0.3323485541
643	0.3322304591
644	0.3321040624
645	0.3319822197
646	0.331843206
647	0.3317252425
648	0.3316053529
649	0.3314731161
650	0.3313474176
651	0.3312183287
652	0.3310869659
653	0.3309616375
654	0.3308410706
655	0.3307243953
656	0.3306039357
657	0.3304720127
658	0.3303577106
659	0.3302306015
660	0.3301059138
661	0.3299786567
662	0.3298615505
663	0.3297316957
664	0.3296091211
665	0.3294975031
666	0.3293746334
667	0.329250015
668	0.3291506578
669	0.3290252678
670	0.328899207
671	0.3287934089
672	0.3286765032
673	0.3285517626
674	0.3284547866
675	0.3283577957
676	0.3282372687
677	0.328116306
678	0.3279886374
679	0.3278633343
680	0.3277369121
681	0.3276178752
682	0.3275072061
683	0.3273881525
684	0.3272675102
685	0.3271426398
686	0.3270231266
687	0.3269161639
688	0.3268421168
689	0.3267341855
690	0.3266358942
691	0.3265210186
692	0.3264052137
693	0.3262927764
694	0.3261950059
695	0.3260857001
696	0.3259838315
697	0.325873232
698	0.3257575011
699	0.3256568426
700	0.3255364367
701	0.3254133578
702	0.3253116821
703	0.3252037238
704	0.3250783636
705	0.3249607764
706	0.3248474175
707	0.3247370675
708	0.3246261251
709	0.3245251069
710	0.3244229662
711	0.3243201992
712	0.3242154945
713	0.3241171681
714	0.3240107354
715	0.3238973823
716	0.3238123846
717	0.3236924525
718	0.3235929142
719	0.3234856166
720	0.3233846433
721	0.3232732828
722	0.3231647301
723	0.3230539716
724	0.322952225
725	0.3228462652
726	0.322746855
727	0.3226501069
728	0.322544384
729	0.3224394043
730	0.3223421551
731	0.3222508851
732	0.322145904
733	0.3220701315
734	0.3219612632
735	0.3218477599
736	0.3217339811
737	0.3216286694
738	0.3215240914
739	0.3214102763
740	0.3213169211
741	0.3212162119
742	0.321104049
743	0.3209967194
744	0.3209025526
745	0.3208008103
746	0.3207112702
747	0.3206193026
748	0.3205203236
749	0.3204175979
750	0.3203215125
751	0.3202239305
752	0.3201268022
753	0.3200382939
754	0.3199432177
755	0.3198330186
756	0.3197365845
757	0.3196415599
758	0.3195479303
759	0.31946378
760	0.319362119
761	0.3192800202
762	0.3192085568
763	0.3190925722
764	0.3190063575
765	0.3189080101
766	0.3188052457
767	0.3186933289
768	0.3185969707
769	0.3185015669
770	0.3184062819
771	0.318319247
772	0.3182299309
773	0.3181358275
774	0.318039369
775	0.3179475347
776	0.3178629396
777	0.3177836745
778	0.3176942118
779	0.3176053177
780	0.3175217082
781	0.3174334142
782	0.3173372048
783	0.3172403266
784	0.3171557079
785	0.3170784572
786	0.3169893822
787	0.316919881
788	0.3168337313
789	0.316747106
790	0.3166632922
791	0.3165743394
792	0.3164840643
793	0.3163939624
794	0.3163087987
795	0.3162308871
796	0.3161343711
797	0.3160520577
798	0.315973019
799	0.3158856554
800	0.3158008818
801	0.3157175564
802	0.3156322747
803	0.3155429462
804	0.3154490719
805	0.3153531483
806	0.3152636367
807	0.3151732006
808	0.3150882467
809	0.3149971057
810	0.3149061587
811	0.3148176133
812	0.3147555772
813	0.3146762941
814	0.3145868277
815	0.3144957031
816	0.3144193379
817	0.3143300068
818	0.3142513351
819	0.314184233
820	0.3141024068
821	0.3140204979
822	0.3139370552
823	0.3138576526
824	0.3137922945
825	0.3137124088
826	0.3136320517
827	0.3135509518
828	0.3134795146
829	0.313397309
830	0.3133160241
831	0.3132464973
832	0.3131592586
833	0.3130860619
834	0.3130088577
835	0.3129266654
836	0.3128508484
837	0.3127643088
838	0.31270526
839	0.3126329642
840	0.3125521267
841	0.3124712559
842	0.3123943509
843	0.3123272185
844	0.312241078
845	0.3121681765
846	0.31209418
847	0.3120050269
848	0.3119196967
849	0.3118536863
850	0.3117664265
851	0.3117003416
852	0.3116411194
853	0.3115833769
854	0.3115011324
855	0.3114194636
856	0.3113319048
857	0.3112622374
858	0.3111838789
859	0.3111080784
860	0.3110404412
861	0.3109868185
862	0.3108996412
863	0.3108216122
864	0.3107457094
865	0.3106773302
866	0.3105978053
867	0.3105159427
868	0.3104529448
869	0.3103763868
870	0.310312985
871	0.3102440652
872	0.3101768506
873	0.3100992597
874	0.3100194588
875	0.3099508217
876	0.3098868834
877	0.3098076031
878	0.3097263666
879	0.3096595419
880	0.3095859396
881	0.3095126897
882	0.309444011
883	0.3093706924
884	0.3093151382
885	0.3092385936
886	0.3091731099
887	0.3091062186
888	0.3090386265
889	0.3089663807
890	0.3088910732
891	0.3088192843
892	0.3087501279
893	0.3086719744
894	0.308603744
895	0.3085265196
896	0.3084636635
897	0.3083862859
898	0.3083053872
899	0.3082400672
900	0.3081749647
901	0.3081046438
902	0.3080379817
903	0.3079715286
904	0.307908976
905	0.3078400391
906	0.3077759308
907	0.3077034026
908	0.3076438409
909	0.3075782564
910	0.3075247566
911	0.3074591751
912	0.3073909407
913	0.3073236733
914	0.3072619357
915	0.3072071692
916	0.3071501416
917	0.3070872404
918	0.3070275192
919	0.3069578603
920	0.3068980331
921	0.3068317272
922	0.3067709758
923	0.306701332
924	0.3066300418
925	0.3065669846
926	0.3065023518
927	0.3064292947
928	0.306365563
929	0.306295106
930	0.306232525
931	0.3061685168
932	0.3061080206
933	0.3060544576
934	0.3059866418
935	0.3059219545
936	0.3058662068
937	0.3058075397
938	0.3057445216
939	0.3056873063
940	0.3056219507
941	0.3055625219
942	0.3055009988
943	0.3054312727
944	0.3053686374
945	0.305297343
946	0.3052348516
947	0.3051759818
948	0.3051271092
949	0.3050559163
950	0.3049904578
951	0.3049313182
952	0.3048715788
953	0.3048013509
954	0.3047397185
955	0.3046768404
956	0.3046157581
957	0.3045462416
958	0.3044815304
959	0.3044251161
960	0.3043600241
961	0.3042984491
962	0.3042355771
963	0.3041776111
964	0.3041232882
965	0.3040770036
966	0.3040328294
967	0.3039694405
968	0.3039100546
969	0.3038435565
970	0.3037812652
971	0.3037185943
972	0.3036665766
973	0.303606893
974	0.3035525624
975	0.3034932279
976	0.3034283051
977	0.3033607267
978	0.3032919966
979	0.3032348977
980	0.3031773632
981	0.3031191708
982	0.3030602629
983	0.3030016337
984	0.3029345813
985	0.3028856831
986	0.3028361139
987	0.3027731323
988	0.3027189656
989	0.3026597255
990	0.3026029692
991	0.3025454212
992	0.3024914007
993	0.3024337328
994	0.3023622291
995	0.3023037261
996	0.3022465934
997	0.3021997633
998	0.3021409932
999	0.3020805136
